Prediction for the average column is 0.021031980053794953,column_name,aveage_val,initval,initval_predict_prob,finalval,finalval_predict_prob,final_minus_init
0,cc.emp.nojob,0.044998777207141114,0,0.021031980053794953,1,0.02353198005379496,0.0025000000000000057
1,cc.CC16_304,0.9396806189703284,0.9396806189703284,0.02103198005379495,1.9396806189703284,0.04776144305783928,0.026729463004044333
2,cc.faminc,0.9330832316116254,0.9330832316116254,0.021031980053794953,1.9330832316116253,0.02999362032271077,0.008961640268915817
3,crashpc,0.8587735892549045,0.8587735892549045,0.021031980053794953,1.8587735892549047,0.03223262091620052,0.011200640862405568
4,rustpc,0.7205782078407126,0.7205782078407126,0.021031980053794953,1.7205782078407126,0.03163786066874303,0.010605880614948077
5,job.uer,0.9613650191084193,0.9613650191084193,0.021031980053794953,1.9613650191084193,0.04680735666940427,0.025775376615609316
6,econ.mhi,0.9709426336017656,0.9709426336017656,0.021031980053794953,1.9709426336017657,0.03681306917271718,0.015781089118922224
7,econ.hhpov.p,0.91328091175722,0.91328091175722,0.021031980053794953,1.91328091175722,0.037904838075259795,0.01687285802146484
8,taa.wrks.disc95.pcpy,0.6346131510264474,0.6346131510264474,0.021031980053794953,1.6346131510264474,0.01887721814903305,-0.0021547619047619024
9,cc.CC16_305_2,0.1153093665932991,0,0.021031980053794953,1,0.02561073463254953,0.004578754578754576
10,mort.ucd.despair.disc95.pdpy,0.9634906753591913,0.9634906753591913,0.021031980053794953,1.9634906753591914,0.02958412266522549,0.008552142611430537
11,cc.immviewsum,0.82111443758905,0.82111443758905,0.021031980053794953,1.82111443758905,0.1235942620174762,0.10256228196368125
12,cc.raceviewsum,0.9361119104234629,0.9361119104234629,0.021031980053794953,1.9361119104234628,0.12135734014756654,0.10032536009377158
13,cc.CC16_307,0.9990904265627532,0.9990904265627532,0.021031980053794953,1.9990904265627532,0.028313558611689302,0.007281578557894349
14,cc.CC16_351B,0.5074590364392272,0.0,0.015513435475200182,1.0,0.021031980053794953,0.005518544578594771
15,cc.Age,1.0342216458421392,1.0342216458421392,0.021031980053794953,2.0342216458421394,0.03651522302453624,0.015483242970741287
16,cc.Sex,0.5500366837857666,0,0.01730238467049113,1,0.021031980053794953,0.003729595383303825
17,cc.BlackDum,0.09728539985326486,0,0.021031980053794953,1,0.016684280893871684,-0.004347699159923269
18,cc.WhiteDum,0.7697481046710687,0,0.015604153535942862,1,0.021031980053794953,0.005427826517852091
19,cc.maxeduc.4yr,0.2495720224993886,0,0.021031980053794953,1,0.027785990748982123,0.0067540106951871695
20,cc.maxeduc.hs,0.22005380288579116,0,0.021031980053794953,1,0.026186127586115868,0.005154147532320914
21,cc.isimmigrant,0.1516996820738567,0,0.021031980053794953,1,0.024668343690158592,0.003636363636363639
22,cc.child18,0.23171924675959893,0.0,0.021031980053794953,1.0,0.01763757445938936,-0.003394405594405594
23,cc.union,0.28241623868916604,0.0,0.021031980053794953,1.0,0.021031980053794953,0.0
24,cc.newsint,0.7081982224622996,0.7081982224622996,0.02103198005379495,1.7081982224622996,0.02913551540733031,0.00810353535353536
25,cc.Ideo7,0.9171022870270451,0.9171022870270451,0.021031980053794953,1.917102287027045,0.10109714416508869,0.08006516411129375
26,cc.EvanProt,0.2767913915382734,0.0,0.021031980053794953,1.0,0.03044222053794848,0.009410240484153527
27,cc.Catholic,0.22325752017608216,0.0,0.021031980053794953,1.0,0.02794834522480084,0.006916365171005887
28,cc.Religiosity,0.9199637983670417,0.9199637983670417,0.021031980053794953,1.9199637983670417,0.03504242761277193,0.014010447558976978
29,demo.popdense,0.2602228693703617,0.2602228693703617,0.021031980053794953,1.2602228693703617,0.03089884064418496,0.009866860590390006
30,cc.RepDum,0.2728784543898264,0.0,0.021031980053794953,1.0,0.2484500839827064,0.22741810392891146
31,cc.IndDum,0.2607972609439961,0.0,0.021031980053794953,1.0,0.039243860091264085,0.01821188003746913
